4,18,2,18,4,18,4,26,2,14,4,26,4840,0.625,1,0
4,19,2,18,4,17,4,26,2,13,4,25,4785,0.632183908045977,2,0
4,17,2,18,4,18,4,26,2,14,4,24,4895,0.6179775280898876,3,0
4,17,2,18,4,17,4,27,2,13,4,24,4785,0.632183908045977,4,0
4,17,4,17,4,16,4,26,2,14,4,26,4840,0.625,5,0
4,17,4,17,4,16,4,25,2,12,4,23,4785,0.632183908045977,6,0
4,17,2,17,4,18,4,24,2,13,4,23,4698,0.6206896551724138,7,0
4,18,2,18,4,19,4,25,2,12,4,25,4730,0.6395348837209303,8,0
4,18,2,18,4,17,4,26,2,13,4,24,4840,0.625,9,0
4,18,4,18,4,18,4,26,2,14,4,26,4785,0.632183908045977,10,0
4,17,2,19,4,18,4,27,2,14,4,25,4840,0.625,11,0
4,17,2,18,4,18,4,26,2,13,4,25,4840,0.625,12,0
4,18,2,18,4,19,4,26,2,12,4,25,4785,0.632183908045977,13,0
4,18,4,17,4,17,4,26,2,14,4,28,4950,0.6111111111111112,14,0
4,19,2,18,4,18,4,26,2,14,4,26,4840,0.625,15,0
4,18,2,18,4,18,4,26,2,14,4,25,4785,0.632183908045977,16,0
4,18,2,18,4,18,4,25,2,14,4,25,4895,0.6179775280898876,17,0
4,18,2,18,4,18,4,24,2,13,4,25,4872,0.6436781609195402,18,0
4,18,2,18,4,17,4,25,2,15,4,25,4895,0.6179775280898876,19,0
4,18,4,17,4,18,4,24,2,14,4,27,4928,0.6363636363636364,20,0
4,16,2,18,4,18,4,24,2,13,4,25,4872,0.6436781609195402,21,0
4,18,2,18,4,18,4,25,2,14,4,25,4872,0.6436781609195402,22,0
4,17,2,17,4,18,4,25,2,14,4,23,4785,0.632183908045977,23,0
4,17,2,19,4,18,4,25,2,14,4,26,4928,0.6363636363636364,24,0
4,18,2,18,4,17,4,25,4,13,4,26,4984,0.6292134831460674,25,0
4,18,4,18,4,18,4,22,2,14,4,27,4928,0.6363636363636364,26,0
4,18,2,18,4,17,4,24,2,14,4,25,4928,0.6363636363636364,27,0
4,18,2,18,4,18,4,23,2,14,4,27,5040,0.6222222222222222,28,0
4,18,2,19,4,18,4,26,2,14,4,24,5016,0.6477272727272727,29,0
4,18,2,18,4,18,4,25,2,14,4,25,4928,0.6363636363636364,30,0
4,18,2,18,4,18,4,24,2,13,4,25,4984,0.6292134831460674,31,0
4,17,4,17,4,18,4,25,2,14,4,24,5016,0.6477272727272727,32,0
4,17,2,17,4,17,4,25,2,15,4,25,4984,0.6292134831460674,33,0
4,18,2,16,4,17,4,23,2,12,4,24,4872,0.6436781609195402,34,0
4,17,2,18,4,19,4,24,2,14,4,24,4959,0.6551724137931034,35,0
4,18,2,18,4,17,4,24,2,14,4,24,4959,0.6551724137931034,36,0
4,18,2,17,4,18,4,23,2,14,4,24,4872,0.6436781609195402,37,0
4,17,2,18,4,18,4,25,2,14,4,24,5016,0.6477272727272727,38,0
4,18,4,17,4,18,4,24,2,14,4,25,5016,0.6477272727272727,39,0
4,18,2,17,4,18,4,25,2,14,4,26,4984,0.6292134831460674,40,0
4,18,4,18,4,18,4,26,2,15,4,25,5278,0.6373626373626373,41,0
4,18,2,17,4,18,4,24,2,14,4,24,4928,0.6363636363636364,42,0
4,18,2,17,4,17,4,23,2,14,4,26,5040,0.6222222222222222,43,0
4,18,4,16,4,18,4,23,2,14,4,27,4785,0.632183908045977,44,0
4,17,4,15,4,17,4,22,2,13,4,29,4752,0.6136363636363636,45,0
4,18,2,18,4,18,4,24,2,13,4,25,4872,0.6436781609195402,46,0
4,18,2,18,4,17,4,25,2,14,4,26,4928,0.6363636363636364,47,0
4,17,2,17,4,18,4,24,2,13,4,26,4928,0.6363636363636364,48,0
4,17,2,18,4,18,4,23,2,13,4,26,4872,0.6436781609195402,49,0
4,18,4,17,4,17,4,24,2,13,4,24,4959,0.6551724137931034,50,0
4,18,2,18,4,18,4,26,2,15,4,25,4928,0.6363636363636364,51,0
4,18,2,18,4,17,4,24,2,14,4,25,4928,0.6363636363636364,52,0
4,18,2,18,4,17,4,24,2,13,4,26,4928,0.6363636363636364,53,0
4,18,4,18,4,17,4,26,2,14,4,24,5016,0.6477272727272727,54,0
4,18,2,18,4,17,4,25,2,14,4,27,4984,0.6292134831460674,55,0
4,18,2,19,4,18,4,26,2,15,4,26,5187,0.6263736263736264,56,0
4,18,4,18,4,18,4,25,2,14,4,25,5016,0.6477272727272727,57,0
4,18,2,18,4,18,4,24,2,13,4,26,4872,0.6436781609195402,58,0
4,18,2,18,4,17,4,24,2,14,4,25,4984,0.6292134831460674,59,0
4,17,2,18,4,18,4,25,2,13,4,25,4872,0.6436781609195402,60,0
4,18,2,18,4,17,4,24,2,14,4,27,4928,0.6363636363636364,61,0
4,18,2,18,4,17,4,24,2,14,4,24,4928,0.6363636363636364,62,0
4,17,2,18,4,17,4,24,2,13,4,24,4959,0.6551724137931034,63,0
4,18,2,18,4,18,4,22,2,12,4,24,4816,0.6511627906976745,64,0
4,18,2,18,4,17,4,24,2,14,4,26,4872,0.6436781609195402,65,0
4,18,4,17,4,17,4,25,2,13,4,24,5016,0.6477272727272727,66,0
4,17,2,18,4,18,4,23,2,13,4,25,4928,0.6363636363636364,67,0
4,19,2,18,4,17,4,25,2,14,4,24,5073,0.6404494382022472,68,0
4,18,2,19,4,18,4,25,2,13,4,26,5016,0.6477272727272727,69,0
4,18,4,17,4,17,4,26,2,15,4,25,5187,0.6263736263736264,70,0
4,17,2,18,4,18,4,25,2,14,4,25,4840,0.625,71,0
4,19,4,17,4,17,4,25,2,13,4,26,4872,0.6436781609195402,72,0
4,16,2,19,4,17,4,25,2,14,4,26,5040,0.6222222222222222,73,0
4,18,2,17,4,18,4,25,2,14,4,24,4840,0.625,74,0
4,17,2,18,4,17,4,24,2,14,4,27,4928,0.6363636363636364,75,0
4,17,2,18,4,16,4,25,2,14,4,25,4928,0.6363636363636364,76,0
4,17,4,17,4,18,4,24,2,13,4,26,4872,0.6436781609195402,77,0
4,18,4,17,4,18,4,25,2,13,4,26,4872,0.6436781609195402,78,0
4,18,2,18,4,16,4,26,2,14,4,26,4872,0.6436781609195402,79,0
4,18,2,19,4,17,4,24,2,13,4,25,4928,0.6363636363636364,80,0
4,18,2,18,4,18,4,22,2,13,4,25,4928,0.6363636363636364,81,0
4,17,2,17,4,17,4,25,2,13,4,24,4840,0.625,82,0
4,17,2,18,4,18,4,23,2,13,4,26,4928,0.6363636363636364,83,0
4,18,2,18,4,17,4,25,2,14,4,27,5040,0.6222222222222222,84,0
4,18,2,18,4,18,4,26,2,14,4,26,4840,0.625,85,0
4,18,2,18,4,18,4,26,2,14,4,24,4785,0.632183908045977,86,0
4,16,2,17,4,16,4,27,2,14,4,24,4895,0.6179775280898876,87,0
4,18,4,17,4,17,4,24,2,13,4,26,4872,0.6436781609195402,88,0
4,16,2,17,4,18,4,27,2,14,4,25,4840,0.625,89,0
4,16,2,17,4,18,4,24,2,13,4,26,4840,0.625,90,0
4,18,2,18,4,18,4,25,2,13,4,24,4785,0.632183908045977,91,0
4,19,4,18,4,18,4,25,2,15,4,26,4872,0.6436781609195402,92,0
4,18,2,17,4,17,4,25,2,14,4,23,4785,0.632183908045977,93,0
4,19,2,18,4,17,4,24,2,14,4,26,4984,0.6292134831460674,94,0
4,19,2,18,4,17,4,25,2,13,4,26,4928,0.6363636363636364,95,0
4,17,4,18,4,18,4,25,2,14,4,28,4984,0.6292134831460674,96,0
4,18,4,17,4,18,4,24,2,14,4,26,4928,0.6363636363636364,97,0
4,18,2,18,4,17,4,25,2,14,4,28,5040,0.6222222222222222,98,0
4,18,2,17,4,18,4,26,2,13,4,25,4840,0.625,99,0
4,18,4,17,4,17,4,25,2,13,4,25,4872,0.6436781609195402,100,0
4,18,2,18,4,17,4,25,2,14,4,24,4950,0.6111111111111112,101,0
4,17,2,17,4,17,4,25,2,14,4,24,4840,0.625,102,0
4,17,2,17,4,17,4,25,2,15,4,25,4895,0.6179775280898876,103,0
4,17,2,17,4,16,4,24,2,14,4,24,4840,0.625,104,0
4,18,2,17,4,17,4,24,2,13,4,25,4785,0.632183908045977,105,0
4,17,2,17,4,17,4,25,2,12,4,22,4730,0.6395348837209303,106,0
4,17,2,18,4,17,4,25,2,13,4,27,4816,0.6511627906976745,107,0
4,18,2,19,4,16,4,25,2,14,4,26,4984,0.6292134831460674,108,0
4,18,2,18,4,18,4,26,2,13,4,24,4840,0.625,109,0
4,18,2,18,4,18,4,27,2,14,4,26,4895,0.6179775280898876,110,0
4,18,2,18,4,18,4,26,2,13,4,24,4785,0.632183908045977,111,0
4,16,2,19,4,18,4,25,2,14,4,26,5040,0.6222222222222222,112,0
4,17,4,18,4,18,4,26,2,14,4,26,4928,0.6363636363636364,113,0
4,18,2,18,4,17,4,24,2,14,4,24,4840,0.625,114,0
4,17,2,18,4,18,4,27,2,14,4,24,4895,0.6179775280898876,115,0
4,17,2,17,4,17,4,23,2,13,4,25,4785,0.632183908045977,116,0
4,17,2,17,4,17,4,26,2,15,4,24,4840,0.625,117,0
4,17,2,17,4,16,4,24,2,12,4,26,4785,0.632183908045977,118,0
4,17,2,19,4,18,4,24,2,13,4,26,4872,0.6436781609195402,119,0
4,18,2,18,4,17,4,24,2,14,4,24,4785,0.632183908045977,120,0
4,18,2,18,4,17,4,26,2,14,4,25,4785,0.632183908045977,121,0
4,17,2,18,4,18,4,25,2,14,4,25,4840,0.625,122,0
4,18,2,17,4,17,4,26,2,14,4,25,4840,0.625,123,0
4,17,2,17,4,18,4,25,2,14,4,27,4895,0.6179775280898876,124,0
4,18,2,18,4,17,4,24,2,12,4,24,4785,0.632183908045977,125,0
4,16,4,17,4,18,4,25,2,14,4,27,5040,0.6222222222222222,126,0
4,18,2,18,4,17,4,25,2,14,4,25,4928,0.6363636363636364,127,0
4,18,2,18,4,17,4,25,2,14,4,25,4785,0.632183908045977,128,0
4,17,2,17,4,18,4,27,2,14,4,24,4950,0.6111111111111112,129,0
4,17,2,17,4,16,4,25,2,14,4,24,4840,0.625,130,0
4,17,4,17,4,16,4,24,2,14,4,25,4928,0.6363636363636364,131,0
4,17,2,17,4,17,4,25,2,14,4,24,4840,0.625,132,0
4,16,4,17,4,18,4,24,2,13,4,26,4872,0.6436781609195402,133,0
4,17,2,18,4,18,4,25,2,13,4,23,4785,0.632183908045977,134,0
4,18,2,19,4,19,4,25,2,14,4,25,4872,0.6436781609195402,135,0
4,18,2,18,4,18,4,25,2,13,4,25,4928,0.6363636363636364,136,0
4,17,2,18,4,18,4,27,2,14,4,25,4840,0.625,137,0
4,17,2,17,4,18,4,26,2,13,4,25,4840,0.625,138,0
4,17,2,18,4,18,4,25,2,12,4,24,4872,0.6436781609195402,139,0
4,18,2,18,4,17,4,26,2,14,4,27,4950,0.6111111111111112,140,0
4,17,2,17,4,17,4,25,2,13,4,26,4840,0.625,141,0
4,18,2,18,4,18,4,25,2,13,4,24,4785,0.632183908045977,142,0
4,17,2,18,4,17,4,25,2,13,4,27,4984,0.6292134831460674,143,0
4,18,4,17,4,15,4,24,2,12,4,25,4872,0.6436781609195402,144,0
4,16,2,18,4,16,4,23,2,15,4,24,4928,0.6363636363636364,145,0
4,17,2,16,4,18,4,24,2,12,4,24,4785,0.632183908045977,146,0
4,18,2,17,4,17,4,23,2,13,4,24,4785,0.632183908045977,147,0
4,17,2,18,4,17,4,23,2,13,4,24,4872,0.6436781609195402,148,0
4,17,2,18,4,17,4,24,2,14,4,27,4872,0.6436781609195402,149,0
4,18,2,18,4,17,4,24,2,14,4,26,4984,0.6292134831460674,150,0
4,17,2,18,4,18,4,24,2,12,4,26,4872,0.6436781609195402,151,0
4,16,2,18,4,17,4,25,2,14,4,26,4984,0.6292134831460674,152,0
4,17,4,17,4,17,4,23,2,13,4,27,4872,0.6436781609195402,153,0
4,16,2,18,4,17,4,24,2,13,4,26,5040,0.6222222222222222,154,0
4,19,2,18,4,18,4,27,2,14,4,25,4840,0.625,155,0
4,18,4,18,4,18,4,25,2,13,4,26,4872,0.6436781609195402,156,0
4,18,2,18,4,17,4,25,2,13,4,26,4895,0.6179775280898876,157,0
4,17,2,19,4,17,4,24,2,14,4,26,4928,0.6363636363636364,158,0
4,17,2,18,4,18,4,26,2,14,4,24,4840,0.625,159,0
4,16,2,17,4,18,4,25,2,14,4,24,4840,0.625,160,0
4,18,2,19,4,17,4,25,2,12,4,26,4872,0.6436781609195402,161,0
4,18,2,18,4,18,4,25,2,13,4,24,4785,0.632183908045977,162,0
4,18,2,19,4,17,4,25,2,15,4,27,4872,0.6436781609195402,163,0
